user_id;items;item_id
u78;bottled beer;107
u79;sugar;71
u79;bottled water;102
u79;soda;103
u79;bottled beer;107
u80;frozen meals;48
u80;coffee;98
u81;chocolate;127
u82;root vegetables;19
u82;whole milk;24
u82;frozen vegetables;46
u82;domestic eggs;54
u82;rolls/buns;55
u82;oil;68
u82;margarine;69
u82;canned vegetables;86
u82;fruit/vegetable juice;105
u82;bathroom cleaner;141
u83;root vegetables;19
u83;onions;20
u83;hard cheese;37
u83;frozen vegetables;46
u84;herbs;21
u84;condensed milk;33
u84;frozen vegetables;46
u84;salt;64
u84;oil;68
u84;white wine;115
u84;candles;159
u85;bottled water;102
u86;sausage;1
u86;root vegetables;19
u86;onions;20
u86;yogurt;29
u86;rolls/buns;55
u86;brandy;109
u86;detergent;134
u87;coffee;98
u87;newspapers;162
u88;pork;9
u88;other vegetables;22
u88;whipped/sour cream;30
u89;berries;17
u89;yogurt;29
u90;soda;103
u91;berries;17
u92;fruit/vegetable juice;105
u92;salty snack;119
u92;candles;159
u93;citrus fruit;13
u93;butter milk;28
u93;yogurt;29
u93;cream cheese ;38
u94;pork;9
u94;hamburger meat;11
u94;citrus fruit;13
u94;berries;17
u94;onions;20
u94;whipped/sour cream;30
u94;rice;65
u94;coffee;98
u94;chocolate;127
u95;detergent;134
u96;grapes;16
u96;photo/film;163
u97;sausage;1
u97;sliced cheese;36
u97;rolls/buns;55
u97;brown bread;57
u97;fruit/vegetable juice;105
u97;canned beer;108
u97;red/blush wine;116
u97;waffles;124
u97;shopping bags;167
u98;chicken;7
u98;hamburger meat;11
u98;citrus fruit;13
u98;tropical fruit;14
u98;root vegetables;19
u98;other vegetables;22
u98;butter;25
u98;pasta;66
u98;oil;68
u98;detergent;134
u99;whole milk;24
u99;yogurt;29
u99;brown bread;57
u100;citrus fruit;13
u100;tropical fruit;14
u101;soda;103
u101;misc. beverages;104
u102;sausage;1
u102;pork;9
u102;grapes;16
u102;whole milk;24
u102;rolls/buns;55
u102;pastry;58
u102;soda;103
u102;specialty bar;130
u102;bathroom cleaner;141
u103;frankfurter;0
u103;rolls/buns;55
u103;bottled water;102
u104;sausage;1
u104;whole milk;24
u104;yogurt;29
u104;coffee;98
u104;fruit/vegetable juice;105
u104;bottled beer;107
u104;softener;135
u104;napkins;152
u104;photo/film;163
u104;shopping bags;167
u105;soda;103
u106;rolls/buns;55
u106;fruit/vegetable juice;105
u107;beef;10
u107;citrus fruit;13
u107;berries;17
u107;root vegetables;19
u107;brown bread;57
u107;detergent;134
u108;whole milk;24
u108;whipped/sour cream;30
u108;rolls/buns;55
u108;soda;103
u108;waffles;124
u108;candy;132
u108;cling film/bags;156
u109;processed cheese;39
u110;tropical fruit;14
u110;pip fruit;15
u111;frankfurter;0
u111;sausage;1
u111;root vegetables;19
u111;other vegetables;22
u111;rolls/buns;55
u111;oil;68
u111;pickled vegetables;88
u111;bottled beer;107
u111;chewing gum;126
u111;dishes;153
u112;packaged fruit/vegetables;23
u112;bottled water;102
u113;whole milk;24
u113;dessert;27
u113;frozen vegetables;46
u113;rolls/buns;55
u113;margarine;69
u113;bottled water;102
u113;red/blush wine;116
u113;newspapers;162
u114;berries;17
u114;whipped/sour cream;30
u115;citrus fruit;13
u115;berries;17
u115;UHT-milk;32
u115;processed cheese;39
u116;tropical fruit;14
u116;whole milk;24
u116;yogurt;29
u117;hamburger meat;11
u117;whole milk;24
u117;frozen vegetables;46
u117;rolls/buns;55
u117;bottled beer;107
u117;sparkling wine;118
u118;hamburger meat;11
u118;other vegetables;22
u118;whole milk;24
u118;frozen vegetables;46
u118;domestic eggs;54
u118;soda;103
u118;dishes;153
u119;whole milk;24
u119;cream cheese ;38
u119;soda;103
u120;fish;12
u120;other vegetables;22
u120;pastry;58
u120;margarine;69
u120;coffee;98
u120;long life bakery product;123
u120;male cosmetics;144
u120;shopping bags;167
u121;frankfurter;0
u121;sausage;1
u121;long life bakery product;123
u121;waffles;124
u122;packaged fruit/vegetables;23
u122;dessert;27
u122;semi-finished bread;60
u122;canned beer;108
u123;pastry;58
u123;soda;103
u124;other vegetables;22
u124;red/blush wine;116
u125;misc. beverages;104
u126;frankfurter;0
u126;sausage;1
u126;citrus fruit;13
u126;tropical fruit;14
u126;pip fruit;15
u126;whole milk;24
u126;hard cheese;37
u126;cream cheese ;38
u126;domestic eggs;54
u126;rice;65
u126;sugar;71
u126;canned fruit;87
u126;misc. beverages;104
u126;fruit/vegetable juice;105
u126;hygiene articles;151
u127;sparkling wine;118
u128;specialty bar;130
u129;sausage;1
u129;butter milk;28
u129;rolls/buns;55
u130;curd cheese;41
u131;frankfurter;0
u131;dessert;27
u132;whole milk;24
u132;yogurt;29
u132;beverages;31
u132;brown bread;57
u132;shopping bags;167
u133;newspapers;162
u134;berries;17
u134;soda;103
u135;curd;26
u135;flour;63
u135;liquor (appetizer);114
u136;tropical fruit;14
u136;other vegetables;22
u136;coffee;98
u137;soda;103
u138;rolls/buns;55
u138;Instant food products;79
u139;canned beer;108
u140;canned beer;108
u141;frankfurter;0
u141;sausage;1
u141;whole milk;24
u141;rolls/buns;55
u141;margarine;69
u142;other vegetables;22
u142;misc. beverages;104
u142;canned beer;108
u143;whole milk;24
u143;frozen vegetables;46
u144;whole milk;24
u145;citrus fruit;13
u145;butter;25
u145;cream cheese ;38
u145;white bread;56
u145;oil;68
u145;margarine;69
u145;newspapers;162
u146;frankfurter;0
u146;rolls/buns;55
u147;frankfurter;0
u147;ham;3
u147;pip fruit;15
u147;other vegetables;22
u147;whole milk;24
u147;soft cheese;35
u147;frozen vegetables;46
u147;rolls/buns;55
u147;sugar;71
u147;baking powder;83
u148;butter milk;28
u148;yogurt;29
u148;honey;73
u148;soda;103
u148;detergent;134
u149;hamburger meat;11
u149;citrus fruit;13
u149;onions;20
u149;rolls/buns;55
u149;bottled water;102
u149;dental care;143
u150;pasta;66
u150;popcorn;120
u151;other vegetables;22
u151;whole milk;24
u151;meat spreads;92
u151;cake bar;125
u151;chocolate;127
u151;shopping bags;167
u152;sausage;1
u152;pork;9
u152;citrus fruit;13
u152;dessert;27
u152;white bread;56
u152;dishes;153
u152;candles;159
u153;rolls/buns;55
u154;grapes;16
u154;other vegetables;22
u154;curd;26
u154;dessert;27
u154;yogurt;29
u154;napkins;152
u155;root vegetables;19
u155;other vegetables;22
u155;whole milk;24
u155;yogurt;29
u155;beverages;31
u155;soft cheese;35
u155;frozen vegetables;46
u155;fruit/vegetable juice;105
u155;bottled beer;107
u156;coffee;98
u156;shopping bags;167
u157;popcorn;120
u158;whole milk;24
u158;rolls/buns;55
u158;sugar;71
u158;bottled water;102
u158;soda;103
u159;tropical fruit;14
u159;other vegetables;22
u159;packaged fruit/vegetables;23
u159;whole milk;24
u159;snack products;122
u160;beef;10
u160;herbs;21
u160;flour;63
u160;cling film/bags;156
u160;flower soil/fertilizer;165
u161;whole milk;24
u161;butter;25
u161;dessert;27
u161;rolls/buns;55
u162;frankfurter;0
u162;soda;103
u162;chewing gum;126
u163;tropical fruit;14
u163;specialty cheese;42
u163;bottled water;102
u164;canned beer;108
u165;finished products;5
u165;other vegetables;22
u165;frozen vegetables;46
u165;bottled beer;107
u166;beverages;31
u166;soda;103
u167;hamburger meat;11
u167;root vegetables;19
u167;whole milk;24
u168;whole milk;24
u168;pastry;58
u168;long life bakery product;123
u169;finished products;5
u169;white wine;115
u169;shopping bags;167
u170;other vegetables;22
u171;ham;3
u171;tropical fruit;14
u171;other vegetables;22
u171;whole milk;24
u171;white bread;56
u171;brown bread;57
u171;fruit/vegetable juice;105
u171;bottled beer;107
u172;other vegetables;22
u173;curd;26
u173;butter milk;28
u173;cocoa drinks;101
u173;salty snack;119
u173;popcorn;120
u174;bottled beer;107
u175;curd;26
u175;dessert;27
u175;soda;103
u175;salty snack;119
u175;waffles;124
u175;cake bar;125
u175;chocolate;127
u175;shopping bags;167
u176;whole milk;24
u176;cream cheese ;38
u176;cereals;81
u176;dog food;94
u177;whole milk;24
u177;salt;64
u178;dessert;27
u178;ice cream;51
u179;sausage;1
u179;soft cheese;35
u179;coffee;98
u180;other vegetables;22
u180;bottled water;102
u180;waffles;124
u180;dishes;153
u180;shopping bags;167
u181;ham;3
u181;whole milk;24
u181;rolls/buns;55
u182;other vegetables;22
u182;ice cream;51
u183;other vegetables;22
u183;bottled water;102
u184;soda;103
u184;bottled beer;107
u184;white wine;115
u184;prosecco;117
u185;herbs;21
u185;candy;132
u186;frankfurter;0
u186;ham;3
u186;tropical fruit;14
u186;pip fruit;15
u186;root vegetables;19
u186;other vegetables;22
u186;whole milk;24
u186;butter;25
u186;curd;26
u186;yogurt;29
u186;whipped/sour cream;30
u186;soft cheese;35
u186;sliced cheese;36
u186;cream cheese ;38
u186;frozen meals;48
u186;frozen fish;49
u186;domestic eggs;54
u186;white bread;56
u186;sugar;71
u186;cereals;81
u186;fruit/vegetable juice;105
u186;bottled beer;107
u186;waffles;124
u187;rolls/buns;55
u187;canned beer;108
u188;curd;26
u188;cream cheese ;38
u188;semi-finished bread;60
u188;zwieback;61
u188;cake bar;125
u188;specialty bar;130
u188;shopping bags;167
u189;frankfurter;0
u189;tropical fruit;14
u189;whole milk;24
u189;spread cheese;40
u189;margarine;69
u189;shopping bags;167
u190;other vegetables;22
u191;dog food;94
u192;specialty bar;130
u193;curd;26
u193;salt;64
u193;liquor (appetizer);114
u193;detergent;134
u193;shopping bags;167
u194;frankfurter;0
u194;rolls/buns;55
u195;soda;103
u196;beef;10
u196;berries;17
u196;root vegetables;19
u196;whole milk;24
u196;dessert;27
u196;spread cheese;40
u196;brown bread;57
u197;canned beer;108
u198;pork;9
u198;beef;10
u198;pip fruit;15
u198;herbs;21
u198;spices;76
u199;frankfurter;0
u199;citrus fruit;13
u199;UHT-milk;32
u199;margarine;69
u199;sugar;71
u200;sausage;1
u200;bottled beer;107
u200;liquor (appetizer);114
u201;canned beer;108
u202;specialty chocolate;129
u203;curd;26
u203;rolls/buns;55
u204;canned beer;108
u205;whole milk;24
u205;bottled water;102
u205;newspapers;162
u206;rolls/buns;55
u206;chewing gum;126
u207;pork;9
u207;root vegetables;19
u207;other vegetables;22
u207;whole milk;24
u207;dishes;153
u208;citrus fruit;13
u208;pastry;58
u209;pot plants;164
u210;rolls/buns;55
u210;pastry;58
u210;soda;103
u211;butter;25
u211;yogurt;29
u211;bottled water;102
u211;soda;103
u211;make up remover;145
u211;hygiene articles;151
u212;condensed milk;33
u212;sugar;71
u212;coffee;98
u212;shopping bags;167
u213;sausage;1
u213;other vegetables;22
u213;yogurt;29
u213;soda;103
u213;shopping bags;167
u214;whole milk;24
u214;beverages;31
u214;UHT-milk;32
u214;soda;103
u215;sausage;1
u215;pork;9
u215;beef;10
u215;whole milk;24
u215;rolls/buns;55
u215;margarine;69
u216;beverages;31
u217;beverages;31
u217;specialty bar;130
u218;bottled water;102
u218;fruit/vegetable juice;105
u219;newspapers;162
u220;cleaner;139
u220;female sanitary products;147
u221;sausage;1
u221;soda;103
u221;newspapers;162
u221;shopping bags;167
u222;newspapers;162
u223;sausage;1
u223;beef;10
u223;citrus fruit;13
u223;other vegetables;22
u223;whole milk;24
u223;butter milk;28
u223;whipped/sour cream;30
u223;beverages;31
u223;hard cheese;37
u223;rolls/buns;55
u223;dish cleaner;137
u223;cookware;154
u224;misc. beverages;104
u224;newspapers;162
u225;white wine;115
u226;sausage;1
u226;sliced cheese;36
u226;rolls/buns;55
u226;soda;103
u226;canned beer;108
u226;shopping bags;167
u227;meat;4
u227;curd;26
u227;bottled beer;107
u227;cake bar;125
u228;frankfurter;0
u228;meat;4
u228;tropical fruit;14
u228;onions;20
u228;oil;68
u228;baking powder;83
u228;tea;100
u228;cling film/bags;156
u229;ice cream;51
u229;rolls/buns;55
u229;canned beer;108
u230;canned beer;108
u231;tropical fruit;14
u231;berries;17
u231;root vegetables;19
u231;other vegetables;22
u231;bottled water;102
u231;shopping bags;167
u232;meat;4
u232;citrus fruit;13
u232;other vegetables;22
u232;curd;26
u232;dessert;27
u232;butter milk;28
u232;beverages;31
u232;cream cheese ;38
u232;rolls/buns;55
u232;brown bread;57
u232;tea;100
u232;bottled water;102
u233;whole milk;24
u233;mustard;74
u233;bottled water;102
u234;sausage;1
u234;beef;10
u234;beverages;31
u234;sliced cheese;36
u234;rolls/buns;55
u234;spices;76
u234;house keeping products;158
u234;flower (seeds);166
u235;frankfurter;0
u235;sausage;1
u235;root vegetables;19
u235;butter;25
u235;curd;26
u235;sliced cheese;36
u235;rolls/buns;55
u235;salty snack;119
u235;long life bakery product;123
u236;meat;4
u236;other vegetables;22
u236;butter;25
u236;rolls/buns;55
u237;root vegetables;19
u237;beverages;31
u237;Instant food products;79
u237;pickled vegetables;88
u237;detergent;134
u238;root vegetables;19
u238;herbs;21
u238;other vegetables;22
u238;whole milk;24
u238;sliced cheese;36
u238;rolls/buns;55
u239;whole milk;24
u239;whipped/sour cream;30
u239;semi-finished bread;60
u239;margarine;69
u240;citrus fruit;13
u240;whole milk;24
u240;curd;26
u240;dessert;27
u240;yogurt;29
u240;whipped/sour cream;30
u240;frozen dessert;52
u240;rolls/buns;55
u240;salt;64
u240;sugar;71
u240;cereals;81
u240;canned vegetables;86
u240;canned fish;93
u240;skin care;146
u240;hygiene articles;151
u240;napkins;152
u241;citrus fruit;13
u241;curd;26
u241;pastry;58
u241;margarine;69
u241;sugar;71
u241;candy;132
u241;newspapers;162
u242;other vegetables;22
u242;whole milk;24
u242;bottled water;102
u242;soda;103
u242;misc. beverages;104
u242;bottled beer;107
u242;red/blush wine;116
u242;napkins;152
u243;citrus fruit;13
u243;whole milk;24
u243;rolls/buns;55
u244;sausage;1
u244;oil;68
u244;hygiene articles;151
u244;napkins;152
u245;frankfurter;0
u245;beef;10
u245;hamburger meat;11
u245;grapes;16
u245;root vegetables;19
u245;whole milk;24
u245;butter;25
u245;frozen dessert;52
u245;potato products;62
u245;bottled water;102
u245;bottled beer;107
u246;hard cheese;37
u246;rolls/buns;55
u246;bottled water;102
u246;newspapers;162
u247;cream cheese ;38
u247;rolls/buns;55
u247;soda;103
u247;chocolate;127
u248;turkey;8
u248;beef;10
u248;frozen vegetables;46
u248;dishes;153
u248;photo/film;163
u249;pork;9
u249;other vegetables;22
u249;whipped/sour cream;30
u249;rolls/buns;55
u249;soda;103
u249;shopping bags;167
u250;whole milk;24
u250;beverages;31
u251;rolls/buns;55
u251;soda;103
u252;sausage;1
u252;pip fruit;15
u252;whole milk;24
u252;curd;26
u252;yogurt;29
u252;sliced cheese;36
u252;rolls/buns;55
u252;bottled water;102
u252;hygiene articles;151
u253;ice cream;51
u254;liquor;111
u255;pip fruit;15
u255;other vegetables;22
u255;fruit/vegetable juice;105
u256;root vegetables;19
u256;other vegetables;22
u256;yogurt;29
u257;soda;103
u258;soda;103
u259;sausage;1
u259;citrus fruit;13
u259;tropical fruit;14
u259;other vegetables;22
u259;whole milk;24
u259;yogurt;29
u259;rolls/buns;55
u259;bottled water;102
u259;soda;103
u259;chocolate;127
u259;newspapers;162
u260;root vegetables;19
u260;whole milk;24
u260;pet care;96
u260;detergent;134
u261;pork;9
u261;berries;17
u261;root vegetables;19
u261;other vegetables;22
u261;pastry;58
u261;specialty bar;130
u262;pork;9
u263;chocolate;127
u264;fruit/vegetable juice;105
u265;pickled vegetables;88
u265;coffee;98
u266;bottled water;102
u267;frankfurter;0
u267;sausage;1
u267;butter;25
u267;whipped/sour cream;30
u267;rolls/buns;55
u267;margarine;69
u267;spices;76
u268;tropical fruit;14
u268;pip fruit;15
u268;onions;20
u268;other vegetables;22
u268;whole milk;24
u268;domestic eggs;54
u268;sugar;71
u268;soups;77
u268;tea;100
u268;soda;103
u268;hygiene articles;151
u268;napkins;152
u269;canned beer;108
u270;root vegetables;19
u271;meat;4
u271;citrus fruit;13
u271;berries;17
u271;root vegetables;19
u271;whole milk;24
u271;soda;103
u272;frankfurter;0
u272;rolls/buns;55
u272;bottled water;102
u272;fruit/vegetable juice;105
u272;hygiene articles;151
u273;tropical fruit;14
u273;margarine;69
u273;rum;112
u274;tropical fruit;14
u274;root vegetables;19
u274;herbs;21
u274;whole milk;24
u274;butter milk;28
u274;whipped/sour cream;30
u274;flour;63
u274;hygiene articles;151
u275;citrus fruit;13
u275;pip fruit;15
u275;root vegetables;19
u275;other vegetables;22
u275;whole milk;24
u275;cream cheese ;38
u275;domestic eggs;54
u275;brown bread;57
u275;margarine;69
u275;baking powder;83
u275;waffles;124
u276;hamburger meat;11
u276;other vegetables;22
u276;whole milk;24
u276;curd;26
u276;yogurt;29
u276;rolls/buns;55
u276;pastry;58
u276;semi-finished bread;60
u276;margarine;69
u276;bottled water;102
u276;fruit/vegetable juice;105
u277;chicken;7
u277;pip fruit;15
u277;other vegetables;22
u277;whole milk;24
u277;dessert;27
u277;yogurt;29
u277;whipped/sour cream;30
u277;rolls/buns;55
u277;pasta;66
u277;soda;103
u277;waffles;124
u278;chicken;7
u278;citrus fruit;13
u278;tropical fruit;14
u278;root vegetables;19
u278;whole milk;24
u278;frozen fish;49
u278;rolls/buns;55
u279;frankfurter;0
u279;citrus fruit;13
u279;onions;20
u279;other vegetables;22
u279;whole milk;24
u279;rolls/buns;55
u279;sugar;71
u279;soda;103
u280;canned beer;108
u281;turkey;8
u281;pip fruit;15
u281;salad dressing;44
u281;pastry;58
u282;packaged fruit/vegetables;23
u282;whole milk;24
u282;curd;26
u282;yogurt;29
u282;domestic eggs;54
u282;brown bread;57
u282;mustard;74
u282;pickled vegetables;88
u282;bottled water;102
u282;misc. beverages;104
u283;pasta;66
u284;citrus fruit;13
u284;tropical fruit;14
u285;sausage;1
u285;whole milk;24
u285;yogurt;29
u285;rolls/buns;55
u285;brown bread;57
u285;pot plants;164
u286;whole milk;24
u286;frozen meals;48
u286;pastry;58
u286;fruit/vegetable juice;105
u286;waffles;124
u287;canned beer;108
u288;citrus fruit;13
u288;sugar;71
u288;sauces;80
u289;liquor (appetizer);114
u290;citrus fruit;13
u290;other vegetables;22
u290;rolls/buns;55
u290;salty snack;119
u290;shopping bags;167
u291;sausage;1
u292;chicken;7
u292;other vegetables;22
u292;whole milk;24
u292;vinegar;67
u292;oil;68
u292;bottled water;102
u292;canned beer;108
u292;napkins;152
u292;newspapers;162
u293;hamburger meat;11
u293;root vegetables;19
u293;other vegetables;22
u293;whole milk;24
u293;yogurt;29
u293;whipped/sour cream;30
u293;specialty cheese;42
u293;flour;63
u293;margarine;69
u294;sausage;1
u294;pork;9
u294;other vegetables;22
u294;dessert;27
u294;yogurt;29
u294;oil;68
u294;soda;103
u295;beef;10
u295;berries;17
u295;root vegetables;19
u295;whole milk;24
u295;whipped/sour cream;30
u295;abrasive cleaner;138
u296;citrus fruit;13
u296;packaged fruit/vegetables;23
u296;yogurt;29
u296;bottled water;102
u297;UHT-milk;32
u297;coffee;98
u298;candy;132
u299;newspapers;162
u300;beef;10
u300;citrus fruit;13
u300;other vegetables;22
u300;yogurt;29
u301;sausage;1
u301;rolls/buns;55
u302;frankfurter;0
u302;beef;10
u302;root vegetables;19
u302;curd;26
u302;dessert;27
u302;yogurt;29
u302;soft cheese;35
u302;rolls/buns;55
u302;mustard;74
u302;pickled vegetables;88
u302;canned beer;108
u302;hygiene articles;151
u302;napkins;152
u303;canned beer;108
u304;bottled beer;107
u305;onions;20
u305;soda;103
u305;chewing gum;126
u305;chocolate;127
u305;newspapers;162
u306;tropical fruit;14
u306;packaged fruit/vegetables;23
u306;cream cheese ;38
u306;white bread;56
u306;candy;132
u307;bottled water;102
u307;white wine;115
u308;beef;10
u308;white bread;56
u308;pastry;58
u308;pasta;66
u308;soap;149
u309;sausage;1
u309;chicken;7
u309;tropical fruit;14
u309;root vegetables;19
u309;whole milk;24
u309;yogurt;29
u309;candy;132
u309;abrasive cleaner;138
u309;cleaner;139
u310;hair spray;142
u311;chicken;7
u311;whole milk;24
u311;spices;76
u311;long life bakery product;123
u311;shopping bags;167
u312;pork;9
u312;citrus fruit;13
u312;brown bread;57
u312;pastry;58
u312;sugar;71
u312;cat food;95
u313;ice cream;51
u314;meat;4
u314;hard cheese;37
u314;bottled beer;107
u315;other vegetables;22
u315;yogurt;29
u315;brown bread;57
u315;instant coffee;99
u316;bottled water;102
u316;cake bar;125
u317;tropical fruit;14
u317;soda;103
u317;salty snack;119
u318;photo/film;163
u319;sausage;1
u319;citrus fruit;13
u319;yogurt;29
u319;coffee;98
u319;soda;103
u319;canned beer;108
u319;dishes;153
u320;grapes;16
u320;root vegetables;19
u321;domestic eggs;54
u321;brown bread;57
u321;photo/film;163
u322;rolls/buns;55
u322;canned fish;93
u322;canned beer;108
u323;tropical fruit;14
u323;whole milk;24
u324;chicken;7
u325;frankfurter;0
u325;other vegetables;22
u325;yogurt;29
u325;brown bread;57
u325;bottled water;102
u326;berries;17
u326;root vegetables;19
u326;other vegetables;22
u326;curd;26
u326;butter milk;28
u326;cream cheese ;38
u326;roll products ;59
u326;margarine;69
u326;misc. beverages;104
u326;specialty chocolate;129
u326;detergent;134
u327;margarine;69
u327;hygiene articles;151
u328;tropical fruit;14
u328;yogurt;29
u328;rolls/buns;55
u328;soda;103
u328;shopping bags;167
u329;ham;3
u329;other vegetables;22
u329;whipped/sour cream;30
u329;hard cheese;37
u329;rolls/buns;55
u329;soda;103
u329;misc. beverages;104
u329;chocolate;127
u329;candy;132
u330;hamburger meat;11
u330;white bread;56
u330;salty snack;119
u331;yogurt;29
u331;mayonnaise;43
u331;rolls/buns;55
u331;soda;103
u331;napkins;152
u332;soda;103
u332;specialty chocolate;129
u333;yogurt;29
u334;soda;103
u335;bottled water;102
u336;sausage;1
u336;meat;4
u336;hamburger meat;11
u336;rubbing alcohol;150
